id,created_at,title,content,source,visibility,kind,status,scheduled_at,occurred_at,completed_at,duration_minutes,tags,reason,needs_confirmation,created_by_id,originating_capture_entry_id,owner_id,tenant_id,user_id,type_id,contact_id,customer_id,deal_id,ticket_id
7f8bbb0b-1f1f-4765-a19b-491846adbe30,2026-03-10 21:06:24.213368+00:00,Demo de producto,"{""body"": ""Actividad demo #54"", ""tags"": []}",manual,public,note,completed,,2025-12-29 21:06:23.634140+00:00,2025-12-29 21:06:23.634140+00:00,,[],,False,5,,5,1,5,,fd4f7017-a849-4cd0-a3db-ffd2ad5052f0,6689c564-e475-46d8-8638-38ce8bae94f2,,
8a793e13-e6eb-4e6f-85a2-0b30f922d6a4,2026-03-10 21:06:24.301206+00:00,Seguimiento post-reunión,"{""body"": ""Actividad demo #63"", ""tags"": []}",manual,public,note,planned,,2026-02-07 21:06:23.634171+00:00,,,[],,False,7,,7,1,7,,,,,
631a1862-8af3-4b51-9078-27968359f5c9,2026-03-10 21:06:24.333166+00:00,Renegociación,"{""body"": ""Actividad demo #67"", ""tags"": []}",manual,public,note,completed,,2026-01-11 21:06:23.634184+00:00,2026-01-11 21:06:23.634184+00:00,,[],,False,4,,4,1,4,,fd4f7017-a849-4cd0-a3db-ffd2ad5052f0,,,
9c4383bf-3a03-430c-b2b8-e076bbbde0fb,2026-03-10 21:06:24.374342+00:00,Negociación de contrato,"{""body"": ""Actividad demo #70""}",manual,public,other,planned,,2026-02-01 21:06:23.634194+00:00,,,[],,False,7,,7,1,7,,11f5521d-3687-4d0e-85ce-8cba3a5c17ac,,,
e1d54267-9497-49d6-9587-2897c7dfa0b1,2026-03-10 21:06:24.407243+00:00,Llamada de seguimiento,"{""body"": ""Actividad demo #71"", ""tags"": []}",manual,public,note,planned,,2026-03-10 21:06:23.634197+00:00,,,[],,False,1,,1,1,1,,fd4f7017-a849-4cd0-a3db-ffd2ad5052f0,78710a6a-f897-4cc8-850b-2091b555318c,,
ffdfa0a1-659c-4980-a150-d10c571abd03,2026-03-10 21:06:24.445303+00:00,Llamada de cierre,"{""body"": ""Actividad demo #75"", ""tags"": []}",manual,public,note,completed,,2025-12-27 21:06:23.634209+00:00,2025-12-27 21:06:23.634209+00:00,,[],,False,5,,5,1,5,,6290a72f-3494-4852-a714-f0b2a2adbe22,,,
567c0ca1-291e-437a-a1bb-233ccfc81c5f,2026-03-10 21:06:24.464314+00:00,Llamada inicial,"{""body"": ""Actividad demo #80""}",manual,public,other,completed,,2026-01-31 21:06:23.634225+00:00,2026-01-31 21:06:23.634225+00:00,,[],,False,3,,3,1,3,,3f8c5e4c-2980-422f-97fd-fe394e56b2c2,a114feb9-7bdd-4b63-b5a5-95e2f472f3ed,,
c93a5c1b-a83c-4766-bb17-1b2ac26b363e,2026-03-10 21:06:24.500105+00:00,Seguimiento por email,"{""body"": ""Actividad demo #82""}",manual,public,other,completed,,2026-01-02 21:06:23.634232+00:00,2026-01-02 21:06:23.634232+00:00,,[],,False,5,,5,1,5,,0e0a9809-74ce-4901-8bbb-d59af1a7035b,,,
84b15c41-129c-4970-bdd6-a5d3c7ef6556,2026-03-10 21:06:24.514557+00:00,Almuerzo de negocios,"{""body"": ""Actividad demo #83""}",manual,public,other,completed,,2026-01-05 21:06:23.634235+00:00,2026-01-05 21:06:23.634235+00:00,,[],,False,6,,6,1,6,,89ac8d01-a138-4726-81d7-90cc0a32229d,f8ea04bb-e73c-458a-8524-8dfb8f0307b2,,
e573090c-3820-4b07-befe-e0c07801eaef,2026-03-10 21:06:24.530472+00:00,Llamada de cierre,"{""body"": ""Actividad demo #84""}",manual,public,other,completed,,2025-12-16 21:06:23.634238+00:00,2025-12-16 21:06:23.634238+00:00,,[],,False,7,,7,1,7,,c3927065-6220-4644-b82d-8c5c49f9e1cf,f2e6dccf-f8c2-4c6d-a7d3-b5acd530b36f,,
93e740a2-8d53-4cfe-a367-376b4efda03b,2026-03-10 21:06:24.593660+00:00,Onboarding cliente,"{""body"": ""Actividad demo #92""}",manual,public,other,completed,,2026-01-04 21:06:23.634264+00:00,2026-01-04 21:06:23.634264+00:00,,[],,False,1,,1,1,1,,d7678f65-b816-45d9-9b89-0942d0a11993,,,
6b71902c-f8c9-408e-8c0f-846d719d41d9,2026-03-10 21:06:24.636863+00:00,Renegociación,"{""body"": ""Actividad demo #94""}",manual,public,other,planned,,2025-12-14 21:06:23.634270+00:00,,,[],,False,3,,3,1,3,,,,,
c5e4d682-b21d-4679-9403-b7031c20b4f0,2026-03-10 21:06:24.663875+00:00,Nota de reunión,"{""body"": ""Actividad demo #97""}",manual,public,other,completed,,2025-12-10 21:06:23.634280+00:00,2025-12-10 21:06:23.634280+00:00,,[],,False,6,,6,1,6,,,f2b062fb-dde6-4171-b95b-adba5c3f8678,,
2b3c8623-8d26-41f0-bd98-5c4166593ab2,2026-03-10 21:06:24.674677+00:00,Demo de producto,"{""body"": ""Actividad demo #98""}",manual,public,other,completed,,2025-12-12 21:06:23.634283+00:00,2025-12-12 21:06:23.634283+00:00,,[],,False,7,,7,1,7,,f04e14f5-2df2-4a74-bc32-839912ffcec0,,,
67766cfb-36c4-4a40-8422-57965de0150d,2026-03-10 21:06:24.713030+00:00,Almuerzo de negocios,"{""body"": ""Actividad demo #103"", ""tags"": []}",manual,public,note,completed,,2026-01-13 21:06:23.634299+00:00,2026-01-13 21:06:23.634299+00:00,,[],,False,5,,5,1,5,,1dd0ff1d-0e22-424e-8f70-6511b1f386ea,,,
c7d24104-3b9c-454a-bdf1-dc9126a1c497,2026-03-10 21:06:24.757101+00:00,Renegociación,"{""body"": ""Actividad demo #105""}",manual,public,other,planned,,2026-01-01 21:06:23.634305+00:00,,,[],,False,7,,7,1,7,,,77eb5ec8-e2f3-495f-9d5e-498bc4a126f8,,
b2bd7300-b19f-4fd3-ac33-3dbdf9ee9cf4,2026-03-10 21:06:24.786595+00:00,Negociación de contrato,"{""body"": ""Actividad demo #109""}",manual,public,other,completed,,2025-12-25 21:06:23.634323+00:00,2025-12-25 21:06:23.634323+00:00,,[],,False,4,,4,1,4,,4180f1f9-0af0-4468-995d-326abedf0d23,,,
6d453e21-41c4-448b-9b14-505cbb70dd56,2026-03-10 21:06:26.773370+00:00,Llamada inicial,"{""body"": ""Actividad demo #283""}",manual,public,other,completed,,2026-02-25 21:06:23.635096+00:00,2026-02-25 21:06:23.635096+00:00,,[],,False,3,,3,1,3,,d7595ffe-4ebb-41ce-9f04-c79f05c0bde1,,,
c926e9a4-3405-4447-adb1-027ddfbb40cb,2026-03-10 21:06:24.802860+00:00,Renegociación,"{""body"": ""Actividad demo #110""}",manual,public,other,completed,,2025-12-26 21:06:23.634327+00:00,2025-12-26 21:06:23.634327+00:00,,[],,False,5,,5,1,5,,fd4f7017-a849-4cd0-a3db-ffd2ad5052f0,,,
0a211ab8-fd4f-42c8-a43d-6d2a93e26ca8,2026-03-10 21:06:24.841379+00:00,Visita a oficina,"{""body"": ""Actividad demo #115"", ""tags"": []}",manual,public,note,completed,,2026-02-04 21:06:23.634343+00:00,2026-02-04 21:06:23.634343+00:00,,[],,False,3,,3,1,3,,,,,
73ebe635-733e-4300-ade3-c362cb8e9cbb,2026-03-10 21:10:19.868111+00:00,Llamada de seguimiento,"{""body"": ""Actividad demo #3""}",manual,public,other,planned,,2026-01-04 21:10:19.810642+00:00,,,[],,False,3,,3,1,3,,1cd499c5-9170-45ac-9d86-ef70ba641e4f,44f88120-aff5-4ae2-b0df-95b707e5321c,,
d1397bfa-11ca-4246-9d60-60307d536d58,2026-03-10 21:06:24.881635+00:00,Llamada de cierre,"{""body"": ""Actividad demo #120"", ""tags"": []}",manual,public,note,completed,,2026-02-04 21:06:23.634359+00:00,2026-02-04 21:06:23.634359+00:00,,[],,False,1,,1,1,1,,5a72be5b-9908-4cb8-9538-ef30e7ffc9c3,,,
62fc8ba4-d3bc-4315-a6b4-51d7a91c133d,2026-03-10 21:06:24.910331+00:00,Demo de producto,"{""body"": ""Actividad demo #119"", ""tags"": []}",manual,public,note,completed,,2026-02-03 21:06:23.634356+00:00,2026-02-03 21:06:23.634356+00:00,,[],,False,7,,7,1,7,,,,,
4672a211-ab89-4a4a-a33f-3252e15238e9,2026-03-10 21:06:24.953768+00:00,Negociación de contrato,"{""body"": ""Actividad demo #125""}",manual,public,other,planned,,2026-01-30 21:06:23.634375+00:00,,,[],,False,6,,6,1,6,,,,,
124a6003-e7e7-4900-aece-eea90e2ff34b,2026-03-10 21:06:26.807304+00:00,Presentación ejecutiva,"{""body"": ""Actividad demo #284"", ""tags"": []}",manual,public,note,completed,,2026-01-30 21:06:23.635099+00:00,2026-01-30 21:06:23.635099+00:00,,[],,False,4,,4,1,4,,,de4429da-38d1-452b-ab99-47bb375ace44,,
a2e35aa1-d440-4644-9b23-f2ea572e9814,2026-03-10 21:06:24.959624+00:00,Revisión de SLA,"{""body"": ""Actividad demo #127"", ""tags"": []}",manual,public,note,planned,,2025-12-20 21:06:23.634381+00:00,,,[],,False,1,,1,1,1,,11f5521d-3687-4d0e-85ce-8cba3a5c17ac,f2e6dccf-f8c2-4c6d-a7d3-b5acd530b36f,,
5c449541-a7b7-41af-b1dd-2953df097926,2026-03-10 21:06:25.096113+00:00,Llamada de seguimiento,"{""body"": ""Actividad demo #137"", ""tags"": []}",manual,public,note,completed,,2026-01-11 21:06:23.634412+00:00,2026-01-11 21:06:23.634412+00:00,,[],,False,4,,4,1,4,,6451293e-0c81-4b3d-94f9-56506b070df5,234ad68d-3fcb-4f76-a9cb-e00cbda25a58,,
f8c74e3f-7442-428f-8e53-9760330a7693,2026-03-10 21:06:25.524051+00:00,Seguimiento post-reunión,"{""body"": ""Actividad demo #176"", ""tags"": []}",manual,public,note,completed,,2026-03-06 21:06:23.634568+00:00,2026-03-06 21:06:23.634568+00:00,,[],,False,1,,1,1,1,,,,,
c1cbbf8e-44f5-4738-a26d-27a067b122b2,2026-03-10 21:06:26.906177+00:00,Llamada inicial,"{""body"": ""Actividad demo #295"", ""tags"": []}",manual,public,note,planned,,2026-01-28 21:06:23.635138+00:00,,,[],,False,1,,1,1,1,,,,,
e2771b0a-8e4a-4911-93d1-b9b97e62c5bd,2026-03-10 21:06:25.624792+00:00,Webinar de capacitación,"{""body"": ""Actividad demo #186"", ""tags"": []}",manual,public,note,planned,,2025-12-21 21:06:23.634598+00:00,,,[],,False,4,,4,1,4,,,f2e6dccf-f8c2-4c6d-a7d3-b5acd530b36f,,
13e7303e-18d2-47b2-8f41-38e0121828e2,2026-03-10 21:06:25.644344+00:00,Revisión de SLA,"{""body"": ""Actividad demo #187"", ""tags"": []}",manual,public,note,planned,,2026-01-02 21:06:23.634601+00:00,,,[],,False,5,,5,1,5,,ae369405-2bea-48f0-adc8-5ebcf098cfe8,ebaf2af3-a15e-47f1-8834-fdc5e3439bfd,,
9720a5d4-8fef-4953-8311-7411e7338dfe,2026-03-10 21:06:27.130217+00:00,Consulta técnica,"{""body"": ""Actividad demo #320"", ""tags"": []}",manual,public,note,planned,,2025-12-22 21:06:23.635216+00:00,,,[],,False,5,,5,1,5,,d7595ffe-4ebb-41ce-9f04-c79f05c0bde1,,,
2a96166b-49bb-4e5d-baa3-f1defcc21833,2026-03-10 21:06:25.695647+00:00,Envío de propuesta,"{""body"": ""Actividad demo #193"", ""tags"": []}",manual,public,note,planned,,2026-01-16 21:06:23.634619+00:00,,,[],,False,4,,4,1,4,,c25494e5-2cde-4f71-b9a9-1d923f3a3ca6,de886dde-453b-4332-8e33-5c099fd4fe20,,
e9f7496d-d4b9-4d7d-9021-3c25e9dba0e4,2026-03-10 21:06:25.995384+00:00,Tarea: enviar documentación,"{""body"": ""Actividad demo #206"", ""tags"": []}",manual,public,note,planned,,2025-12-16 21:06:23.634660+00:00,,,[],,False,3,,3,1,3,,678279d1-3216-4db9-a3d2-69c919b91114,,,
d27e9d9f-ec20-4622-b5a8-0341728aa0ed,2026-03-10 21:06:27.154390+00:00,Renegociación,"{""body"": ""Actividad demo #319"", ""tags"": []}",manual,public,note,planned,,2025-12-20 21:06:23.635213+00:00,,,[],,False,4,,4,1,4,,ae369405-2bea-48f0-adc8-5ebcf098cfe8,6689c564-e475-46d8-8638-38ce8bae94f2,,
5665d448-cc11-4dd9-a3b4-2e114318ada3,2026-03-10 21:06:26.028898+00:00,Consulta técnica,"{""body"": ""Actividad demo #209""}",manual,public,other,completed,,2026-02-16 21:06:23.634670+00:00,2026-02-16 21:06:23.634670+00:00,,[],,False,6,,6,1,6,,d7678f65-b816-45d9-9b89-0942d0a11993,,,
481af720-84ae-4a01-8c0e-b8af6c21c391,2026-03-10 21:06:26.088536+00:00,Reunión de kick-off,"{""body"": ""Actividad demo #215"", ""tags"": []}",manual,public,note,planned,,2025-12-22 21:06:23.634692+00:00,,,[],,False,5,,5,1,5,,0e0a9809-74ce-4901-8bbb-d59af1a7035b,,,
46f8a04a-3347-4454-a5b5-b831931f757c,2026-03-10 21:06:27.242282+00:00,Revisión de oferta,"{""body"": ""Actividad demo #328"", ""tags"": []}",manual,public,note,completed,,2025-12-17 21:06:23.635243+00:00,2025-12-17 21:06:23.635243+00:00,,[],,False,6,,6,1,6,,,e46f950e-b00a-4738-9d41-0b5bd3b40614,,
400d2398-cbe1-41b6-bcb9-b20f0413390f,2026-03-10 21:06:26.117602+00:00,Revisión de oferta,"{""body"": ""Actividad demo #216"", ""tags"": []}",manual,public,note,completed,,2026-02-01 21:06:23.634695+00:00,2026-02-01 21:06:23.634695+00:00,,[],,False,6,,6,1,6,,7f192406-b153-46f4-b8d8-c716f48c6c3d,,,
1998c914-2b8e-4683-a372-fea3de822e1c,2026-03-10 21:06:26.284104+00:00,Tarea: enviar documentación,"{""body"": ""Actividad demo #235"", ""tags"": []}",manual,public,note,completed,,2026-02-02 21:06:23.634771+00:00,2026-02-02 21:06:23.634771+00:00,,[],,False,4,,4,1,4,,,77eb5ec8-e2f3-495f-9d5e-498bc4a126f8,,
8db64ace-1c51-48d2-9f5c-36139563fdae,2026-03-10 21:06:27.547040+00:00,Renegociación,"{""body"": ""Actividad demo #334""}",manual,public,other,completed,,2026-02-20 21:06:23.635262+00:00,2026-02-20 21:06:23.635262+00:00,,[],,False,5,,5,1,5,,d7678f65-b816-45d9-9b89-0942d0a11993,de886dde-453b-4332-8e33-5c099fd4fe20,,
1ee58e71-aaec-4ac7-a4f9-1bac9d160b04,2026-03-10 21:06:26.305933+00:00,Visita a oficina,"{""body"": ""Actividad demo #236"", ""tags"": []}",manual,public,note,planned,,2026-01-26 21:06:23.634774+00:00,,,[],,False,5,,5,1,5,,8d6c82cb-cbfe-4281-a84f-28fb314293ce,c5ab2e87-74a1-44da-8a63-49fe6db54af4,,
fc290d2d-971b-4470-8b82-39fb307bb075,2026-03-10 21:06:26.324037+00:00,Demo de producto,"{""body"": ""Actividad demo #237""}",manual,public,other,completed,,2026-03-04 21:06:23.634777+00:00,2026-03-04 21:06:23.634777+00:00,,[],,False,6,,6,1,6,,,,,
877ea3aa-4590-41d3-9477-4b57a3189f09,2026-03-10 21:06:26.415967+00:00,Visita a oficina,"{""body"": ""Actividad demo #249""}",manual,public,other,completed,,2026-01-28 21:06:23.634815+00:00,2026-01-28 21:06:23.634815+00:00,,[],,False,4,,4,1,4,,3f13ebd4-11bf-42f3-b76f-4723ba82ec69,,,
207bd034-6f14-47db-be19-98781f9c22f3,2026-03-10 21:06:27.577588+00:00,Onboarding cliente,"{""body"": ""Actividad demo #338""}",manual,public,other,completed,,2026-01-12 21:06:23.635276+00:00,2026-01-12 21:06:23.635276+00:00,,[],,False,2,,2,1,2,,4845fefc-284d-47ba-b98e-d843fe056dcd,,,
a95ae9f9-70d8-4e7e-b9d6-5c16aef774ac,2026-03-10 21:06:26.521146+00:00,Revisión de SLA,"{""body"": ""Actividad demo #256""}",manual,public,other,completed,,2026-01-31 21:06:23.635009+00:00,2026-01-31 21:06:23.635009+00:00,,[],,False,4,,4,1,4,,16b4e1de-8871-4dd2-8f6f-a75db72be958,ff8df4d2-2433-42cb-86a9-57b76a635854,,
21e5b474-1c83-40f1-a804-9d6af94bc308,2026-03-10 21:06:26.527603+00:00,Demo de producto,"{""body"": ""Actividad demo #257""}",manual,public,other,planned,,2025-12-28 21:06:23.635012+00:00,,,[],,False,5,,5,1,5,,,,,
19da09a3-2970-4c44-add2-5d2bc093c784,2026-03-10 21:06:26.536777+00:00,Revisión de oferta,"{""body"": ""Actividad demo #259""}",manual,public,other,completed,,2026-02-01 21:06:23.635019+00:00,2026-02-01 21:06:23.635019+00:00,,[],,False,7,,7,1,7,,1dd0ff1d-0e22-424e-8f70-6511b1f386ea,f2e6dccf-f8c2-4c6d-a7d3-b5acd530b36f,,
11fb903e-c1c8-4e8d-be70-9a93653d4d7b,2026-03-10 21:06:26.645871+00:00,Presentación ejecutiva,"{""body"": ""Actividad demo #269"", ""tags"": []}",manual,public,note,completed,,2026-01-03 21:06:23.635050+00:00,2026-01-03 21:06:23.635050+00:00,,[],,False,3,,3,1,3,,,6689c564-e475-46d8-8638-38ce8bae94f2,,
9bc13ba3-a14a-4f3e-b82c-3ca71f52c53d,2026-03-10 21:06:26.698279+00:00,Consulta técnica,"{""body"": ""Actividad demo #275""}",manual,public,other,planned,,2026-01-25 21:06:23.635069+00:00,,,[],,False,2,,2,1,2,,4845fefc-284d-47ba-b98e-d843fe056dcd,f41352cb-ff6e-4cd0-9613-783c3e9149c9,,
34139306-9c1a-4915-982a-72ffd6c4aa95,2026-03-10 21:06:24.804809+00:00,Visita a oficina,"{""body"": ""Actividad demo #111"", ""tags"": []}",manual,public,note,completed,,2025-12-10 21:06:23.634330+00:00,2025-12-10 21:06:23.634330+00:00,,[],,False,6,,6,1,6,,,,,
50a0badf-085b-4edf-8bd7-681c93211559,2026-03-10 21:06:24.813418+00:00,Consulta técnica,"{""body"": ""Actividad demo #112"", ""tags"": []}",manual,public,note,completed,,2026-02-24 21:06:23.634333+00:00,2026-02-24 21:06:23.634333+00:00,,[],,False,7,,7,1,7,,9e79b02b-402e-4fd5-8b3c-5a52b45f36f3,51c0d480-1b76-40f3-ae5e-cb7502a68326,,
d4d74d6e-7905-4c16-8d36-0016a521f967,2026-03-10 21:06:26.774945+00:00,Llamada de seguimiento,"{""body"": ""Actividad demo #286""}",manual,public,other,completed,,2026-01-30 21:06:23.635109+00:00,2026-01-30 21:06:23.635109+00:00,,[],,False,6,,6,1,6,,c3927065-6220-4644-b82d-8c5c49f9e1cf,,,
6638149e-a381-448b-aa27-c32bea993dee,2026-03-10 21:06:24.844193+00:00,Demo de producto,"{""body"": ""Actividad demo #114""}",manual,public,other,completed,,2025-12-13 21:06:23.634340+00:00,2025-12-13 21:06:23.634340+00:00,,[],,False,2,,2,1,2,,3f13ebd4-11bf-42f3-b76f-4723ba82ec69,,,
59e5ecae-af88-4b24-8b07-b1c4b9ada6e5,2026-03-10 21:06:24.951393+00:00,Onboarding cliente,"{""body"": ""Actividad demo #123"", ""tags"": []}",manual,public,note,planned,,2025-12-24 21:06:23.634368+00:00,,,[],,False,4,,4,1,4,,60c46dab-7f46-4339-95c0-924d041189d7,e46f950e-b00a-4738-9d41-0b5bd3b40614,,
d1591004-cffb-494f-8481-d6df30eda235,2026-03-10 21:06:26.813211+00:00,Llamada de seguimiento,"{""body"": ""Actividad demo #288"", ""tags"": []}",manual,public,note,completed,,2026-02-04 21:06:23.635115+00:00,2026-02-04 21:06:23.635115+00:00,,[],,False,1,,1,1,1,,,2966dfd3-149f-4842-b02a-34ca1e49c199,,
d3543ae6-76bc-46fd-844e-dd5ff456ad2e,2026-03-10 21:06:25.124886+00:00,Almuerzo de negocios,"{""body"": ""Actividad demo #143"", ""tags"": []}",manual,public,note,completed,,2026-02-26 21:06:23.634437+00:00,2026-02-26 21:06:23.634437+00:00,,[],,False,3,,3,1,3,,926e05f4-1e84-4600-9660-c303a4e92251,234ad68d-3fcb-4f76-a9cb-e00cbda25a58,,
e4482071-01d6-41c3-baaf-1f1a2d223bb3,2026-03-10 21:06:25.194457+00:00,Renegociación,"{""body"": ""Actividad demo #148"", ""tags"": []}",manual,public,note,planned,,2026-02-19 21:06:23.634456+00:00,,,[],,False,1,,1,1,1,,3932afdb-bfc8-43ad-ab9c-9caddf2d39fc,d26d6134-7f11-41ca-8601-e86d4a78f399,,
b20671cd-c0d3-46f7-b5e9-36a960b074fd,2026-03-10 21:06:26.921759+00:00,Llamada de cierre,"{""body"": ""Actividad demo #296""}",manual,public,other,completed,,2026-02-03 21:06:23.635141+00:00,2026-02-03 21:06:23.635141+00:00,,[],,False,2,,2,1,2,,,,,
bd678ddf-6bcc-471a-acf0-1af8080ab085,2026-03-10 21:06:25.208849+00:00,Onboarding cliente,"{""body"": ""Actividad demo #147""}",manual,public,other,planned,,2026-03-06 21:06:23.634450+00:00,,,[],,False,7,,7,1,7,,dd6994bd-cd1e-4c0f-813a-e60da06260ac,de886dde-453b-4332-8e33-5c099fd4fe20,,
2a949881-0f7b-496f-996a-29771fe21e72,2026-03-10 21:06:25.306217+00:00,Demo de producto,"{""body"": ""Actividad demo #155""}",manual,public,other,planned,,2025-12-25 21:06:23.634478+00:00,,,[],,False,1,,1,1,1,,ed7b0587-9021-48bc-a751-c66385db15fc,,,
3d45bb62-bec2-4907-beb1-586e44338a85,2026-03-10 21:06:26.948361+00:00,Seguimiento post-reunión,"{""body"": ""Actividad demo #299"", ""tags"": []}",manual,public,note,planned,,2025-12-26 21:06:23.635150+00:00,,,[],,False,5,,5,1,5,,,,,
a6d65b81-fd12-41e0-bb09-7e3baeaaba1d,2026-03-10 21:06:27.033588+00:00,Renegociación,"{""body"": ""Actividad demo #310""}",manual,public,other,completed,,2025-12-26 21:06:23.635185+00:00,2025-12-26 21:06:23.635185+00:00,,[],,False,2,,2,1,2,,,,,
6ba0c7c0-3f30-4fc9-9de9-a475c28d5881,2026-03-10 21:06:27.089869+00:00,Seguimiento por email,"{""body"": ""Actividad demo #315"", ""tags"": []}",manual,public,note,completed,,2026-01-21 21:06:23.635201+00:00,2026-01-21 21:06:23.635201+00:00,,[],,False,7,,7,1,7,,f04e14f5-2df2-4a74-bc32-839912ffcec0,a114feb9-7bdd-4b63-b5a5-95e2f472f3ed,,
f7d08392-0928-47e6-9ba8-93b826c64582,2026-03-10 21:06:27.123157+00:00,Revisión de SLA,"{""body"": ""Actividad demo #321"", ""tags"": []}",manual,public,note,planned,,2026-03-04 21:06:23.635220+00:00,,,[],,False,6,,6,1,6,,a3418320-0f93-40c7-b76e-fcac0bce9555,,,
